date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:50:46	78420/78420	U-----	200	untouched ('OK')	text/html	date:Mon,%2001%20Dec%202025%2008:44:28%20GMT	https://www.12306.cn/index/	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/index.html	(from )
16:50:46	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:50:47%20GMT	https://www.12306.cn/robots.txt		(from )
16:50:46	25214/25214	---M--	200	added ('OK')	image/x-icon	etag:%2269269e38-627e%22	https://www.12306.cn/index/images/favicon.ico	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/favicon.ico	(from https://www.12306.cn/index/)
16:50:46	8757/8757	---M--	200	added ('OK')	text/css	etag:%2269269e38-2235%22	https://www.12306.cn/index/fonts/iconfont.css	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/fonts/iconfont.css	(from https://www.12306.cn/index/)
16:50:46	160977/160977	---M--	200	added ('OK')	text/css	etag:%2269269e3e-274d1%22	https://www.12306.cn/index/css/index_y_v50003.css	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/css/index_y_v50003.css	(from https://www.12306.cn/index/)
16:50:47	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:50:48%20GMT	https://www.12306.cn/index/resources/login.html	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/resources/login.html	(from https://www.12306.cn/index/)
16:50:47	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:50:48%20GMT	https://www.12306.cn/index/view/snow_checkedBaggage.html	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/view/snow_checkedBaggage.html	(from https://www.12306.cn/index/)
16:50:47	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:50:48%20GMT	https://www.12306.cn/index/gonggao/saleTicketMeans.html?linktypeid=means5	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/gonggao/saleTicketMeansaa59.html	(from https://www.12306.cn/index/)
16:50:47	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:50:49%20GMT	https://www.12306.cn/index/gonggao/saleTicketMeans.html?linktypeid=means2	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/gonggao/saleTicketMeansdc51.html	(from https://www.12306.cn/index/)
16:50:47	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:50:49%20GMT	https://www.12306.cn/index/gonggao/saleTicketMeans.html?linktypeid=means7	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/gonggao/saleTicketMeansa1ea.html	(from https://www.12306.cn/index/)
16:50:48	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:50:49%20GMT	https://www.12306.cn/index/gonggao/saleTicketMeans.html?linktypeid=means6	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/gonggao/saleTicketMeans9561.html	(from https://www.12306.cn/index/)
16:50:48	3897/3897	---M--	200	added ('OK')	image/gif	etag:%2269269e3b-f39%22	https://www.12306.cn/index/images/loading.gif	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/loading.gif	(from https://www.12306.cn/index/)
16:50:48	37575/37575	---M--	200	added ('OK')	image/gif	etag:%2269269e3a-92c7%22	https://www.12306.cn/index/images/loading4.gif	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/loading4.gif	(from https://www.12306.cn/index/)
16:50:48	9240/9240	---M--	200	added ('OK')	image/png	etag:%2269269e40-2418%22	https://www.12306.cn/index/images/link05.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/link05.png	(from https://www.12306.cn/index/)
16:50:48	17605/17605	---M--	200	added ('OK')	image/png	etag:%2269269e38-44c5%22	https://www.12306.cn/index/images/link02.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/link02.png	(from https://www.12306.cn/index/)
16:50:49	19177/19177	---M--	200	added ('OK')	image/png	etag:%2269269e3a-4ae9%22	https://www.12306.cn/index/images/link03.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/link03.png	(from https://www.12306.cn/index/)
16:50:49	16372/16372	---M--	200	added ('OK')	image/png	etag:%2269269e22-3ff4%22	https://www.12306.cn/index/images/link04.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/link04.png	(from https://www.12306.cn/index/)
16:50:49	29640/29640	---M--	200	added ('OK')	image/png	etag:%2269269e28-73c8%22	https://www.12306.cn/index/images/zgtlwb.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/zgtlwb.png	(from https://www.12306.cn/index/)
16:50:49	159513/159513	---M--	200	added ('OK')	image/png	etag:%2269269e3a-26f19%22	https://www.12306.cn/index/images/zgtlwx.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/zgtlwx.png	(from https://www.12306.cn/index/)
16:50:50	32189/32189	---M--	200	added ('OK')	image/png	etag:%2269269e3a-7dbd%22	https://www.12306.cn/index/images/public.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/public.png	(from https://www.12306.cn/index/)
16:50:50	37113/37113	---M--	200	added ('OK')	image/png	etag:%2269269e3f-90f9%22	https://www.12306.cn/index/images/download.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/download.png	(from https://www.12306.cn/index/)
16:50:50	3830/3830	---M--	200	added ('OK')	image/png	etag:%2269269e41-ef6%22	https://www.12306.cn/index/images/gongan.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/gongan.png	(from https://www.12306.cn/index/)
16:50:50	4698/4698	---M--	200	added ('OK')	image/jpeg	etag:%2269269e3e-125a%22	https://www.12306.cn/index/images/footer-slh.jpg	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/footer-slh.jpg	(from https://www.12306.cn/index/)
16:50:50	66779/66779	---M--	200	added ('OK')	application/javascript	etag:%2269269e42-104db%22	https://www.12306.cn/index/script/core/common/qss.js	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/script/core/common/qss.js	(from https://www.12306.cn/index/)
16:50:53	165899/165899	---M--	200	added ('OK')	application/javascript	etag:%2269269e42-2880b%22	https://www.12306.cn/index/script/core/common/station_name_new_v10093.js	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/script/core/common/station_name_new_v10093.js	(from https://www.12306.cn/index/)
16:50:53	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:50:55%20GMT	https://kyfw.12306.cn/otn/logsdk/handleIframeInner.js	D:/WinHTTrack/projects/12306_homepage/kyfw.12306.cn/otn/logsdk/handleIframeInner.17.delayed	(from https://www.12306.cn/index/)
16:50:53	15825/15825	---M--	200	added ('OK')	application/javascript	etag:%2269269e42-3dd1%22	https://www.12306.cn/index/script/core/lib/require.js	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/script/core/lib/require.js	(from https://www.12306.cn/index/)
16:50:54	8495/8495	---M--	200	added ('OK')	text/javascript	date:Tue,%2019%20Aug%202025%2008:33:47%20GMT	https://kyfw.12306.cn/otn/resources/route/www.12306.cn/route.js	D:/WinHTTrack/projects/12306_homepage/kyfw.12306.cn/otn/resources/route/www.12306.cn/route.js	(from https://www.12306.cn/index/)
16:50:54	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2001%20Dec%202025%2008:50:55%20GMT	https://www.12306.cn/index/fonts/iconfont.woff2?t=1733902841285	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/fonts/iconfont716f.woff2	(from https://www.12306.cn/index/fonts/iconfont.css)
16:50:54	27976/27976	---M--	200	added ('OK')	font/woff	etag:%2269269e25-6d48%22	https://www.12306.cn/index/fonts/iconfont.woff?t=1733902841285	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/fonts/iconfont716f.woff	(from https://www.12306.cn/index/fonts/iconfont.css)
16:50:55	44740/44740	---M--	200	added ('OK')	application/octet-stream	etag:%2269269e25-aec4%22	https://www.12306.cn/index/fonts/iconfont.ttf?t=1733902841285	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/fonts/iconfont716f.ttf	(from https://www.12306.cn/index/fonts/iconfont.css)
16:50:55	666/666	---M--	200	added ('OK')	image/png	etag:%2269269e41-29a%22	https://www.12306.cn/index/images/line01.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/line01.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:50:55	1893/1893	---M--	200	added ('OK')	image/png	etag:%2269269e40-765%22	https://www.12306.cn/index/images/line01@2x.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/line01@2x.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:50:55	9328/9328	---M--	200	added ('OK')	image/png	etag:%2269269e24-2470%22	https://www.12306.cn/index/images/service.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/service.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
16:50:55	19377/19377	---M--	200	added ('OK')	image/png	etag:%2269269e3f-4bb1%22	https://www.12306.cn/index/images/service@2x.png	D:/WinHTTrack/projects/12306_homepage/www.12306.cn/index/images/service@2x.png	(from https://www.12306.cn/index/css/index_y_v50003.css)
